user;digital_footprint_score;cpf_score;invitations_sent;invitations_sent_approved;friends_in_base;acquisition_source
EBC265268BAC70839471EF528BF742F4D442CCA3C30909ADDC614BBADADA4553;158;683000;0;0;0;G
78E12DC882340C2EAAD3AB4F3F765495A41DC06087DF02B793447E4429EE4F20;208;73000;0;0;0;G
98A42CA9142BA172B7D7B8C0900B0E242C21360725BB8494118F51A761E963EC;136;600000;0;0;2;G
C4B4BA7D1CDAE9D86BD067367CB44FDF45C33452F50388E5F6E78B049DA93538;80;155000;0;0;0;A
F9AB48F4C831F362086C22E2CF4A0AF29A9F928006C24C832CC99E5D5CFDB471;50;73000;0;0;1;G
36FBACB5567FD99DD5DB8C8A39F916EFB752B22C27964FFDB2CCF04BB81CF05A;40;147000;0;0;2;G
29022E052D6F850AEE839F3F47A52420117888B20F126AB34A5A4B8BFE42C606;500;226000;0;0;2;G
E0CF1240C8CE2D2FB0C5FEEE63475284F9F0594CA5DC75A1BEC06DD3A4D6175D;50;246000;1;1;1;D
F68F37C500BDAB8B99CC9C1FD11DCB3D2BD3E60510954ABFED10668E9B7FC447;40;73000;0;0;1;R
DA4F5BB5F27E93CBBB16AC23C52FB6C2645DE6C7B98538FE9196910306C06DC9;500;226000;0;0;0;D
4D9D087D10960A2C10A787C933EEE705155549F9303A5E18726B5DDD10979B93;707;970000;0;0;0;D
8A5D505C3C25D880EFC8497E47D0BFD93B24A64565BFCE267CB34E0269558696;102;73000;2;1;0;G
AE58CAC30A3F9C5BD1E7C1810DFDAA686C6B4263066106B080227934D545C597;50;941000;0;0;0;G
63E52227CB35E67FC70D772FDA78B45C88B8F3FCDDDF39172DDE1DEA0A165D1E;40;896000;0;0;0;G
875FC07DD4BDCED7701DDA56B592C22C5DB6DBA8978A430C7602959437C42C46;191;960000;0;0;0;D
95CBDDA4ACF55978022D60E96755DD434E27BBF3295BEA428E9BEAE08A4FBB61;50;650000;0;0;0;U
8F1F9674B8DAD448F913EDE37C23F99DC4BBC5914569451278EBD1A016853743;180;377000;0;0;1;R
7B6C6A88F10D89961B87383851E3E30159E16971D66C2346EC9536551B58217D;50;185000;0;0;2;G
03F77634C3F322623D01A5DD862B227511403236E58DC8548350050328A6B8B7;50;377000;1;1;0;G
E8C73DD0A10886A9F9D72B6DD8FCB4B8B6275C093FA1382DE3AF35515C2270F0;50;863000;0;0;2;F
253823E1908C215D470DE1F9300D41A699EFEEC9C46E6C5F2A30B7206709308C;40;201000;0;0;1;G
E3E30C82B99FE67E4C2F8F05AC512BEB875C673934E332E7C431086C3C1E3530;906;956000;0;0;2;R
3A0A84FF6DDDD58512CF07051D94F276DCCF4D9057FCD51A16E1C6D40C34DDE2;201;850000;0;0;1;D
B4CCFE86C270874110AC06A5DBF4A37F2CC2C265D82BC2A2E87AF4CCF8B25D84;50;508000;0;0;0;U
2CB60ECAAF5B463FCAABC211BFE61C0B183E52F2088E1C23F71D00FE5F181225;117;626000;0;0;0;F
29A73ACCCBBDA9A149EDA5FC8A7FEB7DF1551D8C36ED31BCAE178AAF58281BA7;50;511000;3;3;10;G
0C880C538ECFB49D9E1AF45EB7561F9390897FAC1285562A351E224DEC291E92;98;49000;0;0;0;G
B837CF81CED08B63179AC1F9DCDB2189EE432B974754BCFD9E89B60E54359096;124;956000;0;0;1;G
342BC9498099E7325ABF813932875F0AC00DA7614A126D6A16209861E5EA6132;281;171000;0;0;1;G
7A5022A5E21F3A6C70DAAFF7A7AD099F68BBD6FF3A948763F312510E66D9669E;50;964000;0;0;0;R
D3A193418D24335391D6E6643EDA0B46FD624D798EDAEF1F9BC3F52E8636A481;30;566000;0;0;0;G
ADF7F4B2F481EF0BE31A6D8EEB7361443EC10AE36495ECABE6EA9ABFE44058F1;180;219000;0;0;0;G
B0DCB3088FE0DE4A6CE16B43006D5391A37AF8F44D18A3F624DF265F9FA18CEA;500;245000;0;0;0;G
4DFC55D3DCCFE24881727DAF61158E07B4E07430C322E4CE506BBDD1C0299AE4;134;935000;1;0;0;G
126A682C6B469DD7CBB3B670DB4A566B296265D4B3F485CFC43C2C77AFA4D80C;40;377000;0;0;0;F
C59B5ECCEE22490E6B5A6C6D2864B98D1414A693052FE80C12A1F00429964142;141;736000;0;0;0;G
2740B4A612BEE99011F40F6B4F48BB0285B9B58ED429802E2087331EBCF52D2E;30;926000;1;1;1;G
40A68053D82EACB0AACBAAA4AD61F67259DB2A48557EDE4BD87C4E66CED79550;87;311000;0;0;0;U
0DEDF204844D50A3DBFC7EFC7BEF56BB7E867E24BD90E521D45428BFE9CC9A0A;170;49000;0;0;2;U
CCD125196FFE6F8AB7029659F098CAA3BC2957836D222F1C48B23A906181C876;40;964000;0;0;1;G
DDB48A2F22C0B6895B16A7E4148E66DC55074362A80D9526D8CD13D2C42ED10C;107;84000;0;0;0;G
6A28061FFCE93216F3D194FE62D095D89DEB83C18108F06B1DA87EF861290EA5;500;967000;0;0;0;G
C61D0F6AE0B03C4F7AADC1E5424444456E6D79E527993B5A7F3FB467C00B9A8C;82;301000;1;1;1;U
C148D600B494E3135D33F7BDF54B6016D35BA8F39D69023E461CC9156DD5F77B;50;377000;0;0;1;G
163AB00DE6B11E4E593F6D81DD96E01183D741981C4289F3C1E988E188C5B726;182;219000;0;0;0;G
157DE6E6EB89A254DB4E16A56A329D24949DE5422C25869475009471DD108E03;77;226000;0;0;0;G
9DEC89A2F48BCBE2417B3AFF928DA16948D6AADCDF78E3B47E43698CFCE0CA9F;188;311000;0;0;0;G
AA237972E025873B915A2C04F1AD115FCB1C1C4F755DE01DDA1100D94546368E;89;854000;0;0;1;D
C68628D010B76CDC74B43DF3742EB04117C4C92ABB7B4E66DF43403BA19C5097;146;246000;0;0;0;D
92041C72FBD8498A5481AA57971DC8C162E540DAD66E40637AB38662B2A7CC1F;89;377000;0;0;2;R
71D59DBC83D92B0E411BF80785E5620214B5EC3DEEDAA4350B138DFC051F6BD2;295;226000;0;0;0;G
7819DFA8C0F27B438A618632E974D8FCF93EE8E8B3A7CD4C0607291A15068B1A;50;377000;0;0;3;D
7819DFA8C0F27B438A618632E974D8FCF93EE8E8B3A7CD4C0607291A15068B1A;50;377000;0;0;3;D
7819DFA8C0F27B438A618632E974D8FCF93EE8E8B3A7CD4C0607291A15068B1A;50;377000;0;0;3;D
7819DFA8C0F27B438A618632E974D8FCF93EE8E8B3A7CD4C0607291A15068B1A;50;377000;0;0;3;D
133B03DDA1614B3F8DE8459ED23AEA7C1E740F175A2196197AD58336F8121BDE;500;932000;0;0;0;G
327B4815A721C7E2C0EE9DA816F09816927EE35B1E84AE4AF11148A580A1B09F;500;854000;0;0;0;U
20F8A0865A6F68AB3C36BAA7C1393D0FA69F4156A17C643B4DBEBDCBC3E69FC1;40;953000;1;0;3;G
2CEDC11A7686C5923C9F7CF393430D9A74E063BFD0963EE3A4643DB55F57AD4C;156;696000;0;0;0;D
F1095C92C2EEDA487D29FF89EA32C6CB7CE3E3A82A080F5D998ABADB15048CB3;93;932000;0;0;0;U
FBEF9E3FDDBEC05D813BC7E60F4FD8F6100D5E89A5B42675B9057BBB2272A7E2;50;913000;0;0;0;G
C29D66FA73F67D9A5178E332D8C4CCB84BFA0AD5CACD6B94D8D3137AD8ECD2DB;171;311000;0;0;0;U
A41E77C6646B8EE8953277A918A41B87085908278C79971E1A127A3EADD2299A;86;377000;0;0;0;G
59FC7CFEB8F4449FE33F81403BD81B23FC807B964684726C22D514E57631F547;50;764000;0;0;0;U
5A5A89CCF524A0DBC019EA06CA389496FDCC191B9024ED4F3B2F25F4772EA78C;40;504000;1;1;2;R
E1F6280ABE6382B15B8349BCFE5197DB92BF3BFE5D6CC59DC33AD84B0839271F;206;875000;1;1;2;U
42EEFDEA1BF67AC281958054FCF5F404B4809EF4CF5531ABA0C32276D4F02D01;40;831000;0;0;1;U
662059CD9A81930B2B830D78AA3101804C0D2C1C1A4A37DF6DD971E4212D6E59;124;178000;0;0;0;G
B1A999616AB6A4A8CAF0F32204216B598542611A3B9DDCC61996ABC998E6693F;500;932000;0;0;1;R
AF632CA3120AC8D4B6F4D8BA55E1019B7F79AC0D40786B53E988B8C028D591F6;244;178000;0;0;0;G
5681C44EBBC9604EE259D0C9C031937C902C8580D4ABB8A3B13EA240461BE4E6;63;913000;0;0;1;G
856C426C36E0258928E9A7CA8DD427A19B6701A4CBE2C96EF04FDF8F84B2CC28;219;696000;0;0;0;G
46F83D5088CCA620D2BE666C1AB4A8D9374F8EF45E1A9412227C070A69604BA7;226;541000;0;0;1;D
7C752CD7303F1159C59D4CFD4FC01BAB19EDB9ED45FCEE36776AD638F153BB37;50;377000;1;0;1;R
368598F9A62A35FE8504D617C68929C72FCDC5C35B4EAF68893D34AA84BCD766;40;956000;0;0;0;U
1EF07FA66B46D9DAE9F13A7154DB2A710F03E5A72D43E84F8F5EB1D7376943EB;50;246000;0;0;0;G
61DA4D68CE6A62663E84BC16182E798AB5CEF7BDB2347014794381FE635A832E;84;377000;0;0;0;G
68D2D25BD7705DA6ACCCD5BE41E060FB6235B2C08D6AFAC0D1325664667D0632;98;377000;0;0;4;G
8C26699481FBEA5C94399573893FC6CEA711F235FA2219C527811D7881F94E50;50;804000;0;0;1;R
C0D5082906DF86460FE49CBB1034D2C5D27C7DDC908FE88775625EB6AC59CB6E;140;226000;1;1;1;G
EDAE6E7A180144B6FF8F8C97260D92E9F4F3E3491CCF4FAB4BC01033FD9AF01C;84;900000;0;0;0;D
42613340008715203F392987C0C19B1ED08D2A651C899630C154F0EC09049CB0;50;650000;0;0;0;G
2DAB3BF1AF04A2248961D560EA2D5B5B44BE3242F81DB5C25DFB8D3565ADB8E7;50;246000;0;0;0;U
FB896BFB91B08079C563BB57FF2F63CF00D421542D6AB717CDD0D91E18E6BA28;209;178000;0;0;1;G
B87E3BB819D43992504FB6BCBA482F87B7557F6CF289A0565AF0399D77D8CF1D;30;795000;0;0;0;U
C4A725DFFF4D34D089B087DB019CCA87621E4AD7ED180C17D9D8B2C77B14158F;40;858000;0;0;0;G
07BF0DDF420C915AE23096E96C02ACDE0558478E256574BE94FBFE61E9C3560F;500;901000;0;0;0;G
13E59CC9A208162ABCBB333264EEE24B8A59CF2514F7D0855A2ECED0F5516F25;40;583000;0;0;1;D
CDBA86DDEA70A2049C32A67271951951434707073A51C5B105003C0F3051EC2F;50;196000;0;0;0;F
706785996BB8711B755B211902DB78875A0EB9A964FE27ED5661E6363F40EF40;90;462000;0;0;3;G
25C6770D545BD70674106EB431F7FD54C777395F2722C675EAFD3C410512B98D;50;178000;0;0;0;A
331AD0B1949AB3B7313CF6773404A904951F51AA9574E4401464AF93908EADB0;30;764000;0;0;1;G
F4FCEC0F2EA65D7FC9565508C4FD1397616AD5B64B83092D4F41920A26F13FEB;50;964000;0;0;1;F
E41DAEC7719921EC762161A1E936D0D838876D34D19518063E9B6AD29143C3CD;84;90000;0;0;1;G
56FE06F867B50B38EDFF9121A855DDE69358695E6B4ED63FB013DAAFB1D90DF7;164;112000;2;2;0;G
D81F6E31AB39044534412938EEB5BDFB1777934C1B3BF7388180CAEBFC35A346;249;47000;0;0;2;R
6AF2C62D114621FD4C066FDA1C2571B4ED630AA78AEC191009C06E395FE5EB6A;70;679000;1;1;2;G
48462046810221470475AE55C571D28C9CA3062E35A63A9B077E3F5CB0CAD4BB;83;56000;0;0;0;G
8E5E61E4F7F459053BC4A79C0EED0FE8DF8FCE8380F52FD5EAF06C7944D6D8CB;906;863000;0;0;0;G
2F6DA4E42BA39022A567F4E52A1A2D2AFAE865180B90A9AFD52889A41F9A4F64;30;892000;2;2;2;R
FAB4D7F7FE0D5FFFB4F226BE2A9CAE15B7502074205BECD9EEDA7EFF9BD7EC9B;50;907000;0;0;0;G
34726DD919C566968A9B623C5282035927553CC149611FD8DE64619AF3018BAA;500;178000;0;0;1;R
593BC527EEDBEC8CE803C9BD22ED6B95F54C1E33A257892D389896717895FF85;50;944000;0;0;0;G
BCA848FF038D075378E29BDCE0EE2A53783A29B6B1BB61BFDD25AF1865D73DEC;790;246000;0;0;1;G
839B9365C9AF5EC5A7DDFF61D6F2F31402A09446B0DA14EDA67DF66EA0FBCA1A;50;875000;0;0;2;G
57CD55056C56F682B8FAAC64709AB7CC02F05442CECC351ADD3838EA9A5A07D9;199;43000;0;0;0;R
45C3D32FE292B950DBF9930D4CC74B3AC180D43376C48B7CBADF95ED12009CDE;40;901000;0;0;5;R
76F6BF29AB0B501D4E1224D9CEEB9F1B5E514BBD8A3A4996A06D62BA7E2A8AC6;182;900000;0;0;0;U
91B4B6A0E25F69B47764EDA2BE04A38BA8E05E07A7F80A5601BEFB2C97A81168;160;49000;0;0;0;G
2AB33962F121AD6E5D4908538C5B8330D8460330AE8ADCC39D7A58FA62208C80;50;504000;0;0;0;U
19FB85AE1E5EB2B0C196E33598365A2F7AFFDBD4BF42AE827D23569DCB1727EC;77;845000;1;1;3;D
56AC5C54BDBF4F028CE0A25122F3919B80B8AEA89902816314402E4D7E9C5E74;500;626000;0;0;0;R
7F2A6541A79C8D5F0CACD3F34DEDCFB0ED577D17C6660E605C2790CCDB131816;154;178000;0;0;0;G
9D9B484BF1428FBADDBA6053C8D2342F94A7E4026612B9AFA8069C9BD9DC761A;30;246000;0;0;0;G
16C1FF65DF424E0D51AA71AC2625A5F3D5370AE66219E6B1CAB92426E11E11F6;87;73000;0;0;0;U
9EA30D4540D9C2B861B745D4DD4A2A165D2C1A383BF96D0BE69545B562DB4546;50;956000;1;1;0;F
C5E0B9ADEB89348368DF2D31A9EEA88D6F2447F584959DB9DCCFC48B3BA6D8DF;50;850000;0;0;3;R
A01DB0889F3D7D358E198DB8B7982534ADAF8F81FED8370BD124E50AB67BCCF1;40;964000;0;0;2;R
A8499C0FF5B67834E31334DABFEA55065C104E508E4ABD5763F0F7A6527EC019;;;0;0;0;G
BB79C43B28758C6493F9CBA02B702F1F01C7DEDA9A08848562FA4ADA85E33215;;;0;0;0;F
F4DA98BEC4BC7C16B3CB7D1E419B3755234D9E9020E1877CAF3D44065C3709AA;;;0;0;0;Y
CFF634508589B9AF9B9D186FF2B18EE989E2B7A0B12016D3A3EE01006618F3C6;;;0;0;0;G
9BA6B5AF7ADBE9C6DDC273F249E8545BC746A561B9CA45793E9867C5BBAF8867;;;0;0;0;G
FCE5A87403731E8FC5FE10CA607C8E40A43380CE809B43ABB5D5E7DE246F0640;;;0;0;0;R
5456491D67E1CE354D80847DD47968E27DD834C040C6A6354D4B533D6B868F87;;;0;0;0;F
36A9BE62F5E63E1EC772BAFB60A975B0D919E36EDA56893DF4C9078D03303CD3;;;0;0;1;D
429965B4DB7A003970967F34D398E5DB846C3EE74667547E7BC0E03054371812;;;0;0;0;G
D667CB1A7459FA9236E759FE2EEE61566A244E3BBECAB8B087CFD24D81092420;;;0;0;1;R
F290C230E29F9CE9DD852FD9B81BF99F6DF097E12A9184D7DA5E49FD674987FD;;;0;0;0;G
0D464AB07F0BAD02C771A7C1DD50DD8B03C3848809D56DCD4F71F76711519392;;;0;0;0;G
265339C3851252A92C3B03707C593D04B84DB1AD2533F3F966E03F198584DF7C;;;0;0;2;F
E1E53897B04333CB1E201543881564C5B9EE03240A02AF51E414600F71A4C52C;;;0;0;0;U
BE0CCB1D74CD9AEFE587ACE03EAC563F276E1AB5A55B2F39A56EC165F42BB149;;;0;0;0;A
DB5669784D1F18DE4C86447598F82AE50029D5ADAE40157CF22CBF0C19293348;;;0;0;0;G
FE98FEBC77B0E53AE4A2BA00D17C66CFF26306D94AF1B7778A2E8153D8FA2516;;;0;0;5;U
70CCB156F3AC326BABE00796E95BCD240072E9305F0BC2B154745D164FD88B50;;;0;0;3;F
F2170A983956C7B87D88B0963B68200C7FEDC0873C12FD63E81A01043162F231;;;0;0;0;G
16496B88768AA5A80D2B954FDCC0DC29FDE9105EE4B23950D92B2F2B14F06175;;;0;0;0;U
FC38A13E0F06941F0AEF547FA55F76624677747C78B504CF2A78C2D25067E3F5;;;0;0;1;D
4ABFC4B43B9B156FFC2144451F03F025F97366F82E07994664B2BF4B5938847C;;;0;0;1;U
14820F342DE853F91556ACA54B67844C1C8A7BF665D43867359F8BC2730F20A9;;;0;0;0;G
5401064C1B08359FAC7918BDD402ECBE85CE41D9F66B30A722CD6B7E53A8F666;;;0;0;0;G
BA6AEA0A3079DFFC74F1B936EF8FB134F1C19BB090155550F5640EC0D5BEEA95;;;0;0;3;R
A35148100F8C67BB964D071406AF11DA31E3534A8A9078B4DCA62D932026E88A;;;0;0;1;U
C91446CAAE0ECB4314DF226EE95C0A1F8FE1725F429983E17FC37AA983D1A982;;;0;0;0;F
5DB814304B9D98AEEB5AC7AC8D5ECC1CA3D3500CB1C57679706A1ADD6A300B8A;;;0;0;0;G
88151DF706684B0337CF374818FA37A672DE9D09A4B3F35E8124FC749C47AAE9;;;0;0;1;G
537E605FAA6CC2A1FBB7DE600F716389749C000958A25481562B12EA5EC1C2A8;;;0;0;0;D
7829D2117D81D6F13870C6B89B2378A2406EE4F008B8B97E9977A1BF737593D5;;;0;0;0;G
58A5D8676403A45C28252A53C379DCD7E936A703E29648393DB3AE56BDFF06B2;;;0;0;1;D
731B5E840D31430D021D8A68FAB50F0FB6079BFFF3C282E9877652E3A891F940;;;0;0;0;D
781F95D669C7C0634C8E62ED494B201A065E98FF3BCE1E9C76E3F99C0F8348FC;;;0;0;1;F
3EE9481E22FDD120F8578713A447AD60DBE33092EA617729BB767BB9B921185C;;;0;0;0;F
E6778F13E6EA144683213A185B594D18443ABAFCEA0A07DDCF2F9B389E435365;;;0;0;0;U
B10CE1A0FAC9FAC3AB20054F2DD7AFE8BE189327DE3B67979ABEC0445080BB7D;;;0;0;0;F
F5BBDA04E87CE9BF5A5F27B47041BF504E991682D3F8C046B497FAC3CD91207D;;;0;0;0;G
35E69B7434D3C20F48F43A8CA006AF05BE4F9D68F245697FA878C1EBA4589A65;;;0;0;0;G
3D7479EA3385D6A827729695DA908F54F1735D1852142C7B1130894FE79FD2D0;;;0;0;0;G
64197EB5276416DAAFC30E6DE644A935D72D47545956E345140E7C01320B6694;;;0;0;0;D
F08049C5BFE0AC97BF49ABC0EAEB9A1009AFF52046C2A3A1248C5C23EC580860;;;0;0;0;D
D0737C5BE16C7CD898C195C8A95F0AB1C633DF43EB4287D7BFF79545D25A50D1;;;0;0;0;G
00D4563581F9BE4A75C2C11A24D16D47A1F5DDE932BA8A2EE27EB9B363F502F7;;;0;0;0;D
04AC61495FABE6F7CFC1AC26DA0C8FF126FA5D6691B15972B5CF9250163BAE76;;;0;0;0;G
1847CC5D2221265ECF5E6508E643B279B9DC072EBA356A41727195D64557D2CC;;;0;0;0;R
3A78DA4748CCAD97BE293666DEF11933932DC6928BDA0DD5D0FEA44DF588D4D0;;;0;0;0;R
7C33F02A63444064F39B7D99B1AF33CD21DFF6825DA33BB3AC45D7D2ECB8CAAD;;;0;0;0;G
99C4950425D3886ED4577B057FEDA1635FBBEBA095E9823973A21E9A036A202E;;;0;0;1;U
E7B365184614BC0FE7533A0A4A38FB04AA2C70D5C731BFD63DB11B1B73963772;;;0;0;1;G
EC4D131CEFE9747312C27D39DAA3481BAA91E20481123BED661C6FB1030A6ECF;;;0;0;0;F
E7FEDE766C36F13EA715AD0DEA2140ED9F2CCA40292C0F9CE594EBDE5A85B2A2;;;0;0;0;U
E906614B13043CF233C9570729E889CCBF1762280B8C0B29A0DF8510480B3D54;;;0;0;0;U
DE2B86A0F6A9C1BF06C60C9610ED1E8B7DBECCA25A8375D9BA1B3158540F063B;50;900000;0;0;0;G
36F58ABC97BD1C702BAD6DEDB69D6544D656C31BDB6EB90A03CCFCF9DA571586;50;967000;0;0;0;X
CEF7DEC5799B14FE088F614AABE23E93B223FE03E4B57572ADE7045DAD6B86D4;40;203000;0;0;0;U
C59541BE07B6BDA82BCDB94342F72B333A4081A5F299D2764C0B9B3BBF3E999C;40;964000;0;0;0;G
A9C234443B19D1BFB530EE978063933F077D8C2D0EF48BA16FCDA5363C563BDC;40;73000;0;0;2;R
B3F2BF236DFC4D750D95EC413B61EC912BD36C1E504C2B1C316BB9DBA199AC2D;500;219000;0;0;0;G
72F556C65A46F27BFA7976139E6EA0F5CA1E6A99437CAF959656A41E3F1A08F1;40;69000;0;0;0;G
E5E1765802ECC909A8687773A8607AEEF82F431343168632F032DE1CE28A329D;168;246000;0;0;0;F
8A7C0E3CBB0CEFD0A9BBCAE0E1F8E2D124D92C4C37FD6AFD6DA9D71C9A561216;237;178000;0;0;0;G
BEDCEED767A00AC1D002CF06241C27BDE177AA3E89ED64BB3630DDF562E30F06;116;178000;0;0;3;R
068C3E91225494A153F6E5B313E30842F2CD96C22689A25911F6AD61A3C36577;196;219000;0;0;0;F
3A4C7380938D7858E83324EE915EEFCC0270781A3AFDE8A6BBA7F4E8697AF23F;194;73000;0;0;1;U
07485A0CF9E53047B9B110D532ABE974CCEC2A8CB357C4D3B8FBABC5705FFC8D;500;445000;0;0;0;G
ECFEB4C1F28B489C79C2CD7F05BED3C5E4392798347FA3C748DD3A337EF1A233;500;703000;1;0;1;G
DD2AF22552337C627BE5F84E402DD6285DF6DACE26E8520E7A0426D6C8B22E43;142;504000;0;0;4;D
7E3639FA7DD98D75F497FB4B8DDD2EE777BBC90AB26F7E734A029DC87C7B377A;171;226000;0;0;1;G
A8131C27F91A7DD24CA2D8B5528EB0C6009D41E3A9B9E44DFEFDBE94DC2CD4E7;153;226000;0;0;0;G
BCF5C9A4AA6BA7716958031B81F97F6514693360954E7321C36800362B4E96EF;50;125000;0;0;0;F
EC0901676BF8D2679BEFABCA3116866FD6E169C4145627799FFFD550E037A981;224;956000;0;0;3;G
DDF23E76DB0A5E5434D8127299500978919838AAC734BF4681EEC751AE236DC4;92;178000;0;0;0;G
02411D8B041649E65A1F643ECE06D323FED3CD2DFCC386D04A3539B8A88CADF5;500;445000;0;0;0;D
C89C38E71B9F483BFB9A00E6B12E313368D94BC3102269EAA56094CAAE681460;500;90000;0;0;1;G
FDFA32A3A8B69A8AA448ED85BCD6C8E79B10627114DE8143935F138574E7F5B0;50;246000;0;0;0;G
3B93CBCA9717B3692D505C4E9DE662131B30AE8C7FFAD81238C441FBB337EF9B;50;960000;0;0;1;R
4B920B9F87E4DFA950CEE9C17FCD43927178E0626883387EC1677A0B81E22053;50;777000;0;0;0;F
38BB8F1939D9862E7D5DD776B183FC5CCAF74DA7142CFF0F28325547F7CEC8E7;50;538000;0;0;0;U
2A7D3F70F028AE68DAC5D38CDA93C3B97656EDABC2CE7620DBB787DD2A319B2C;168;178000;0;0;0;R
52193AA51723BDA6799CCAC65BE02D4C3EDCF459D225B3F67D6416B9211BEE43;170;956000;0;0;1;U
7037DD770E7099B78D064B6F216E8143AF77E44858867473025A487C5E165BB5;160;47000;0;0;1;G
08E88009483CB9A1A43A027BD7B3B835563C555424FB9F64E987F4BC41E4DEAC;50;755000;0;0;0;D
5312D49A8DFDBB371DFEE42EFA4E32B417A72BAF74718D23EC2805FAA7F680A5;50;970000;0;0;0;G
75E2B357FED1CB16B2ECC511E546E57ACFA9A4EF099CA51ABFDEA959DDC64173;500;70000;0;0;2;G
E0A10ABEB35ABF64DCFCFE59F21317FB05193093F397D39A782DA539FE19C87C;500;226000;2;2;0;D
767830E6F64A67660F25095C61D41A0B682F03193B72AD48C641830CBCD6F40D;40;964000;0;0;0;G
B163024EAA6EAE219255ABC95A62604F0F20E6893F301983F11667E12E6046E1;25;850000;0;0;0;G
FE3C5E106F22973F8C15088E10551C9E7AF1D272FE35D639D445D5DD9F38C443;50;932000;0;0;0;A
E4F99A6E114D319391B21C7859FDF348EBABAF39F6886106D5CB390DF650C25B;50;178000;0;0;0;D
DCDE3ABC80A9323C8B39934D066DD8B735DB4F2AFB28ACC48002EB2A183C1077;186;49000;0;0;0;R
532B0309A466BA858BA9A1AA488088FF02C0E4A5C6B8FB6CBEF9D62CA4312F91;40;504000;0;0;3;D
382943BB5664CC7FA71BC98CA07A0E8A0181028F0E29987E9846E3B22D148A37;118;646000;0;0;0;R
F5829DFAD3863CA9B7C23D9CBB9EC2F93A3BA2DA7F0BFF15860480D955CCE019;40;89000;0;0;2;G
F3289A8E08C6F0DFB09A2433440727BDD57FB33BAD23BFFE799BD6E4D4C7C579;175;251000;5;5;0;G
7BD044D444C9ACA1DA36EEC430A4E3F8205B8221A5B9099970197D2387B6DCF5;500;246000;0;0;0;G
921608A6BD97FC86091224B209DE0D990A9A149FAAD67C9873C6A944F1BDBF5B;500;226000;0;0;0;U
4D339067F214DB26AB76259AF5F0770DEA71376A00D1BA7563611F06DB103B15;242;858000;0;0;1;A
3D0478B6BF6BD76923FA25A9DC65955401474C1DA5ADA92237424A69BB300897;25;901000;0;0;0;G
518161007C455E2956593CC35C4ADF1EC03538FED1B83A6DE497937FEEEFE9C3;30;800000;0;0;2;D
A3D317A3F4539CE857906D2A169E9149FBDEFF4A9019CC7ABD9F57C45AAA4179;50;49000;0;0;1;G
0AEC193C1260823B6DD55EAC11AE8551D133A579AA96DB54C4043E558FFDA424;120;246000;0;0;1;R
6BF35269621D2D2E277E9214B1F9478789CD00F0AD5E0306BCEB30875678324F;20;845000;0;0;3;G
27FE2532A4DB57C367E748B16443440847F2C3D2A27A0AD71FF2ECBF362D3D3E;153;219000;0;0;0;G
AD7A7E15D0920C0C8858323416E5B1AEE419AF3AACD19D36FC1C17F746125154;50;377000;0;0;1;G
F560DD9F054110659854428A373CB41D2A09C9CAABC0EDD0A718F2ED7F972993;50;947000;0;0;0;F
D126A866597548CD50048B0BF093C43C1BCF509DDCF0CEFA62433E6FEDF24E1F;50;953000;0;0;0;R
5BA99CA36B98A61EC4A4FBDF72FFF038A74BB8DBA5B4B3FB5BFB98882C8B26C3;40;900000;0;0;0;G
1B99F50DFEED6E34DAFAEAE85319C398899F900D965A506C2281A26B6B896E3E;207;154000;0;0;1;G
3D786054F5B16EEC0ED1A702B86F0780BC5950221294DEF30DCF6C8479367672;295;707000;0;0;0;G
138FA66C40B7E084C80218EA56C43D9B76C784355E0576CCFFED0211C9057F22;40;650000;0;0;0;U
C776C2C7C30633D0BA56F54E7FFF05F236062A39A59C4676FDC34B5F59DC786D;88;219000;0;0;2;G
0DE20553AD7DC235113C9A244F23B175E65026D1F2FDEDD4CE262002531DC962;225;178000;0;0;0;G
A54D515EC44612874462EAEEB0100D6C01CAF34D16C9C68D757B994C67104398;488;49000;0;0;1;D
2851E64D4932A40FA0E6F43E6992C4066D67257EA69976DC8D37C58B4B0207F4;210;246000;0;0;0;R
5294AE09789B05A7CB05681CE6482F60435FC376ECAB896625E23C11E9558374;84;178000;1;1;2;R
C0049C1EAF01476C277FBC1F7A69F214F7CA6F30E260622E121BD8C5C3A8D0AE;50;246000;0;0;0;G
C4AC287F160A2EC125B570FE4415F2C111EA1B61C8DFF3C5200FE1028F4A8C5E;157;646000;0;0;1;D
0577319D426BA3FE1F513DAB077BDA15E6C03A27BA219D62BF903ADEB5F4EA6D;135;311000;0;0;0;A
2DF3582F40BA3E362A06F2F712C532D2E4B6E322762D9FA3B8F9AE3B38C20488;500;219000;0;0;1;G
8A2DCA154EDFB767DF673A7EA87D293D9ACB43E1EFF5D9D895F2F0848DFBB040;25;836000;0;0;2;G
37285B61C509AE218189BAAA1213A174D6E0121EB8BA75BFACF65A50E668C557;50;967000;0;0;1;G
C3C24F015F5B1D72855EC48ADA2924EAA5017DEAAA2C5CE01E834CD9CDEC3505;78;43000;0;0;2;G
7ED633A2AE9447DD961B2BED9701BF5FBB3DA4333DAE922B11B30F1A81E097FA;147;377000;0;0;0;G
D1DD9C16CA2963F7B24619B9B37483E36FA35C12223FD1F5DD18A2C0169E665A;50;301000;0;0;0;D
